job_id,title,company,location,description,source,job_uid,dedup_key
6521686,"business analyst / développeur bi - lyon, france (h/f)",non renseigné,69 - lyon,"Ce que nous allons accomplir ensemble : Dans le cadre de sa transformation digitale, un acteur clé de son secteur souhaite moderniser ses outils métiers en adoptant la Power Platform. Lobjectif est de gagner en efficacité opérationnelle et en qualité de reporting via des solutions personnalisées et automatisées, déployées dans un environnement Agile. Votre mission (...si vous lacceptezstrong> Vous serez responsable de la traduction des besoins métiers en solutions concrètes via Power Apps, Power BI et Power Automate. Vous développerez et déploierez ces outils pour améliorer les processus internes et faciliter la prise de décision. Votre quotidien sera rythmé par :Vous recueillerez et formaliserez les besoins métiersVous modéliserez les processus et rédigerez les spécifications fonctionnellesVous développerez des applications sur Power Apps, tableaux de bord avec Power BI et automatiserez les processus avec Power AutomateVous assurerez les phases de tests, la documentation et la formation des utilisateursVous collaborerez avec les équipes IT et métiers dans un cadre AgileVotre Stack de Jeu : Power Platform : Power Apps (Canvas, Model-Driven), Power BI, Power AutomateLangages / outils de transformation : Power Fx, DAX, Power QuerySources de données : SharePoint, Dataverse, SQL Server, ExcelMéthodologies projet : Agile (Scrum, Kanban)Outils collaboratifs : Microsoft Teams, Planner, OneNote, etc. Les petits plus du projet :Vous êtes rigoureux(se), autonome et doté(e) dun bon esprit danalyse.Votre sens du relationnel vous permet déchanger efficacement avec les équipes métiers et IT.Vous savez formaliser les besoins et les transformer en solutions fonctionnelles adaptées.Votre capacité dadaptation et votre esprit déquipe vous aident à travailler dans un environnement agile.Vous travaillerez sur un projet doptimisation impactant directement la performance des processus internes.Le poste vous permet de renforcer votre expertise sur la Power Platform, technologie en forte croissance.Vous évoluerez dans un environnement Agile avec des équipes motivées et collaboratives, le tout dans un cadre structuré avec un accompagnement technique et fonctionnel pour favoriser votre réussite ! Vous : Diplômé(e) dun Bac+3 à Bac+5 en informatique, systèmes dinformation ou domaine équivalent, vous justifiez dune expérience réussie en tant que Business Analyst ou développeur spécialisé Power Platform (Power Apps, Power BI, Power Automate). Vous maîtrisez Power Apps (Canvas et Model-Driven), Power BI et Power Automate.Vous connaissez Power Fx, DAX et Power Query pour la manipulation avancée des données.Vous êtes à laise avec les sources de données variées : SharePoint, SQL, Excel, Dataverse.Vous savez modéliser des processus métiers et des données avec une bonne sensibilité UX/UI.Une expérience des méthodes Agile (Scrum, Kanban) est nécessaire.",france_travail,france_travail_6521686,"business analyst / développeur bi - lyon, france (h/f) | non renseigné | 69 - lyon"
0406932,stage - data analyste / power bi ( 4 semaines ) f/h,non renseigné,93 - bobigny,"Cette année, faites partie des 5000 stagiaires à rejoindre le groupe EDF !Et pourquoi pas la Direction Optimisation Amont/Aval & Trading (DOAAT) ? Vous rejoindrez la DOAAT, la direction responsable de l'équilibre entre l'offre et la demande d'électricité chez EDF. Au sein de cette direction, vous serez intégré/intégrée à SoDATA, une entité composée de 40 spécialistes de la donnée. Cette immersion vous offrira une vue d'ensemble de la diversité des métiers au sein du groupe EDF. Dans le service SoDATA, vous collaborerez avec une équipe de data analystes dédiée à la consolidation et à la visualisation des données pour des reportings essentiels à l'activité d'EDF. Vous contribuerez au développement d’un dashboard Power BI permettant de comparer des données commerciales d’EDF (volumes de ventes, prix moyens, taxes…) afin de contrôler la production de reportings internes. L’objectif principal : concevoir un tableau de bord interactif intégrant des historiques, permettant le suivi d’indicateurs clés dans le temps et facilitant la détection d’anomalies. Vos missions 💬Au sein de l’équipe Exploitation & Analyses, vous serez amené / amenée à :👉Collecter, préparer et nettoyer les jeux de données (volumes, prix, taxes…)👉Structurer les données pour les rendre exploitables.👉Concevoir un dashboard Power BI avec indicateurs clés, comparaisons temporelles et filtres dynamiques👉Participer au cadrage des besoins avec les équipes métiers👉Documenter le tableau de bord et les sources utilisées👉Proposer des améliorations ou automatisations des reportings🎓 Vous préparez un diplôme d’ingénieur ou un master (Bac+4/5) dans le domaine de la Data, curieux(se) des enjeux énergétiques et prêt(e) à plonger dans un stage de 4 semaines dès juin/juillet 2026 ? 👉 Parfait, vous êtes au bon endroit ! Vos super‑pouvoirs🚀 Visualisation 🚀 Analyse de données 🚀 Power BI : vous maîtrisez, Votre style✔️ Rigoureux(se) ✔️ Autonome ✔️ Esprit d’équipe bien affûté 🎯 Si cette opportunité vous attire, ne tardez plus ! Envoyez nous votre candidature ! Nous sommes impatients de vous rencontrer ! 📍 Le stage est situé à Saint-Denis sur le site de Cap Ampère (au pied de la station Carrefour Pleyel – Ligne 13) et de la station Saint Denis Pleyel-Ligne 14 Dans le groupe EDF, accueillir des personnes en situation de handicap fait partie de notre ADN.Notre objectif est d’ouvrir nos portes à toutes les compétences, toutes les énergies et toutes les personnalités sans exclusion. Le stage proposé est donc ouvert à toutes et à tous. Plongez dans l’univers de la DOAAT via Youtube ou encore ICI ! mais aussi sur Instagram ! #LaDoaatRecrute",france_travail,france_travail_0406932,stage - data analyste / power bi ( 4 semaines ) f/h | non renseigné | 93 - bobigny
206HXZS,alternance - data analyst appui innovation f/h,enedis,75 - paris 17e arrondissement,"Vous rejoindrez l'Enedis Lab pour un contrat d'alternance d'un an. L'Enedis Lab est au service de l'émergence, de l'accélération et du déploiement des projets d'innovation, au bénéfice de nos collaborateurs, de nos clients et de nos territoires. Dans le cadre de votre alternance, vous vous verrez confier les missions suivantes : Extraire, traiter et analyser des données issues de différentes sources internes (bases SQL, fichiers Excel, etc.) Comprendre la structure des données et garantir leur cohérence pour les usages métier Concevoir, mettre à jour ou faire évoluer des tableaux de bord (principalement sous Power BI) facilitant le suivi d'indicateurs clés Analyser et cadrer les besoins en reporting avec les équipes métiers Automatiser des tâches avec Power Automate de Microsoft Créer des solutions applicatives avec Power Apps de Microsoft Animer ponctuellement des sessions de formation Power BI, en appui des deux personnes déjà identifiées De manière opérationnelle, vos travaux s'articuleront autour des points suivants : Définir, collecter et mettre en forme les indicateurs stratégiques nécessaires au pilotage des activités Rechercher, identifier et extraire les données pertinentes pour les différents projets Synthétiser les résultats et assurer leur restitution de manière claire et opérationnelle Prendre en charge le MCO des solutions analytiques, incluant le suivi, la correction et l'amélioration continue des scripts et Dashboards Piloter des projets liés à l'exploitation des données métiers Votre alternance s'accompagnera d'une rémunération attractive et d'un ensemble d'avantages favorisant votre réussite et votre équilibre. Une prime d'intéressement et une prime de partage de la valeur avec abondement possible, 30 jours de congés payés par an et 5 jours de congés supplémentaires pour révision, Jusqu'à 10 jours de télétravail par mois (selon les métiers et sous validation de votre futur manager), Une prime d'aide au logement jusqu'à 500 €/mois si vous devez déménager pour vous rapprocher de votre CFA, ou organisme de formation ou lieu de travail, (sous conditions) 100 % de votre titre d'abonnement pour vos trajets quotidiens pris en charge. L'accès au comité central d'entreprise (vacances, activités culturelles, .). Votre profil : Vous êtes en Bac+5 et préparez un diplôme avec une spécialisation en data, en informatique ou en gestion des systèmes d'information. Nous recherchons les compétences et les qualités suivantes pour ce poste : Le poste s'adresse à un profil en formation Bac+4/5 en école d'ingénieur ou en master (Data Science, Informatique, Énergie). Vous êtes à l'aise avec Power Platform (Power BI, Apps et Automate), SQL), Excel (fonctionnalités avancées); Python (nettoyage, traitement, automatisation de données). Curiosité, rigueur, esprit d'analyse et bon relationnel. Envie de contribuer à des projets qui soutiennent la transition écologique et la performance du réseau électrique. Tout en étant soumise au principe de neutralité religieuse et politique, Enedis ouvre ses postes à toutes les compétences, toutes les énergies et toutes les personnalités sans exclusion. Conformément aux engagements pris par Enedis en faveur de l'accueil et de l'intégration des personnes en situation de handicap, cet emploi est ouvert à toutes et à tous sous réserve de l'aptitude médicale délivrée par la médecine du travail. Assurez-vous d'avoir le diplôme correspondant à l'offre pour postuler.",france_travail,france_travail_206HXZS,alternance - data analyst appui innovation f/h | enedis | 75 - paris 17e arrondissement
206HLSL,alternance - data analyst (f/h) (h/f),compagnie de saint-gobain,93 - aubervilliers,"Pourquoi a-t-on besoin de vous? La Direction Technique Internationale est à la recherche d'un(e) alternant(e) - Data Analyst. Notre futur(e) alternant(e) collaborera avec l'assistance et experts du Float pour répondre à leurs besoins d'analyse ainsi qu'avec les développeurs BI (Business Intelligence). Il ou elle contribuera activement au développement du reporting dans ce domaine chez Saint-Gobain Glass Industry Vos missions principales : Participer à des réunions permettant de recueillir, interpréter et prioriser les besoins métiers en terme de reporting Analyser des données dans le DataLake Créer des rapports et des tableaux de bord présentant divers indicateurs de performance, en utilisant des outils de business intelligence Collaborer et suivre les développements auprès de l'équipe Data Analytics et les demandes data auprès de l'équipe Data Engineer Participer à l'amélioration de la gouvernance des données (création de business terms, définition de règles qualités afin d'identifier des anomalies) Ce poste est-il fait pour vous ? Formation : Nous recherchons des candidat(e)s ayant un niveau d'expérience correspondant à un Master 1-2, issu(e)s d'une école d'ingénieur en informatique, data, statistiques ou équivalent. Expérience/Connaissances/Compétences Techniques : Capacité à effectuer des analyses de données en langage SQL Être à l'aise sur l'utilisation d'un outil de BI. Python pour la préparation des données, PySpark serait un plus Vous avez une bonne maîtrise de l'anglais (tant à l'écrit qu'à l'oral) : communication en anglais quotidienne au sein d'une équipe internationale Une maîtrise de Miscrosoft 365 est indispensable. Savoir-être : Vous êtes reconnu(e) pour votre force de proposition, votre autonomie et votre capacité à collaborer efficacement au sein d'une équipe Vous êtes organisé(e) dans votre travail Vous avez un intérêt pour l'analyse de données, pour le secteur industriel et les nouvelles technologies Vous êtes dynamique et avez le sens du service client",france_travail,france_travail_206HLSL,alternance - data analyst (f/h) (h/f) | compagnie de saint-gobain | 93 - aubervilliers
206GKBP,alternance data analyst (h/f),air liquide france industrie,69 - st priest,"Dans un environnement en constante évolution, la donnée est l'actif stratégique clé qui guide nos décisions. Nous recherchons un(e) alternant(e) passionné(e) par la Data, curieux(se) et rigoureux(se), prêt(e) à relever des défis concrets au sein de l'équipe Front Office de la Direction de la Relation Clients d'Air Liquide France Industrie (ALFI). Sous la supervision bienveillante du Responsable du Service Client, vous ne serez pas un simple exécutant : vous deviendrez un acteur clé de la valorisation de nos données, contribuant activement à l'amélioration de l'expérience client et à l'aide à la décision stratégique pour nos managers et services. Votre travail aura un impact direct et visible. Missions Principales : Façonnez l'Avenir de la Relation Client par la Data 1. Data Engineering & Préparation : Assurez la Qualité et l'Accessibilité des Données - Participer activement à la collecte, l'extraction et l'intégration de données issues de sources variées (bases de données, CRM, outils web analytics, etc.), en jouant un rôle de connecteur essentiel. - Maîtriser le nettoyage, la structuration et la fiabilisation des jeux de données (Data Wrangling) pour garantir des analyses basées sur des informations irréprochables. 2. Analyse Stratégique & Modélisation : Transformez les Chiffres en Insights Actionnables - Mener des analyses statistiques et exploratoires avancées pour déceler des tendances cachées, des corrélations puissantes et des insights significatifs qui éclaireront nos stratégies. - Concevoir et mettre en oeuvre des modèles de données agiles pour résoudre des problématiques métiers complexes (prédiction, segmentation, optimisation des parcours clients). 3. Reporting Impactant & Visualisation : Racontez l'Histoire derrière les Chiffres - Élaborer des tableaux de bord (dashboards) clairs, esthétiques et automatisés à l'aide des meilleurs outils de Business Intelligence (BI), rendant la donnée accessible à tous. - Présenter vos résultats avec pédagogie et impact aux équipes métiers, en traduisant les chiffres bruts en recommandations opérationnelles concrètes et génératrices de valeur.",france_travail,france_travail_206GKBP,alternance data analyst (h/f) | air liquide france industrie | 69 - st priest
206FRVF,data business analyst f/h (h/f),samse,38 - grenoble,"Le Groupe SAMSE est un groupe Audacieux qui cultive la Proximité avec ses collaborateurs(trices), ses clients et ses fournisseurs. Viens bâtir l'avenir avec nous ! Et rejoins les 75% de nos salariés(es) qui sont actionnaires du Groupe. Nous recherchons un(e) Data Business Analyst qui sera rattaché(e) à Mohamed, Directeur Projet et optimisation des Frais généraux. Tu contribueras à l'amélioration de la performance économique du groupe et seras l'interface entre les équipes opérationnelles, la finance et le décisionnel. Dans le cadre des missions qui te seront confiées, tu identifies, analyses et priorises les leviers d'optimisation financière en t'appuyant sur la donnée. Les différentes étapes : Identification des leviers de performance : - Analyser les processus métiers sous l'angle coûts, efficacité et création de valeur, - Identifier les zones de non-performance et les opportunités d'optimisation, Cadrage des besoins BI (en amont des projets) - Traduire les enjeux métiers en besoins analytiques, - Définir les KPI, règles de gestion et axes d'analyse, Pilotage métier des projets BI - Co-construire les solutions décisionnelles avec le référent BI, - Valider la cohérence métier des données et des indicateurs, - Participer aux recettes fonctionnelles et accompagner l'adoption des outils, Animation de la culture data métier - Aider à la lecture, à l'interprétation et à l'appropriation des indicateurs, - Diffuser une culture de pilotage de la performance par la donnée. Au sein du Groupe SAMSE, nous sommes convaincus que la diversité des talents est une richesse. Nous encourageons les candidatures de toutes les personnes qui souhaitent contribuer à notre dynamique collective. Le poste est ouvert aux candidat(e)s issu(e)s d'une formation BAC+5 en contrôle de gestion ou finance d'entreprise. Tu possèdes une expérience de minimum 5 ans sur un poste similaire. Tu as des compétences analytiques et une capacité à résoudre des problèmes complexes. Ton aisance relationnelle te permet de travailler efficacement avec différents interlocuteurs. Tu maîtrises Excel et tu as une forte appétence sur les outils de reporting notamment Power BI. Nous te proposons : - Un poste en CDI ; - Statut cadre en forfait jour ; - Basé à Grenoble ; - Possibilité de télétravail 1 ou 2 jours (par semaine) ; - Une rémunération attractive qui valorisera ta motivation à partir de 40 K€ brut fixe annuel + variable ; - Une primes de Noël et une prime de vacances ; - Une primes d'intéressement et une prime de participation ; - Une prévoyance et une mutuelle ; - Une carte société qui te permettra d'avoir des prix préférentiels sur les produits de nos enseignes ; - Un fond commun de placement avec un abondement de 40% ; - Des négociations annuelles obligatoires. INTEGRATION ET MOBILITE INTERNE Et au-delà... Tu vas pouvoir te construire un parcours qui te ressemble vraiment. Dans le cadre de notre politique de mobilité interne, tu pourras découvrir d'autres métiers, enseignes ou régions. DEROULEMENT DU PROCESSUS DE RECRUTEMENT 1. Entretien téléphonique 2. Premier entretien RH / manager 3. Second entretien manager / N+2",france_travail,france_travail_206FRVF,data business analyst f/h (h/f) | samse | 38 - grenoble
206DSLB,senior data analyst h/f/nb (h/f),nrj group,75 - paris,"Date de démarrage souhaitée : dès que possible Type de contrat : CDI Statut : Cadre Au sein de la Direction Marketing Digital & Data de e-NRJ, vous rejoignez une équipe au cœur de la transformation digitale du Groupe NRJ. Notre mission : accompagner les antennes et les marques du Groupe (NRJ, Chérie FM, Nostalgie, Rire & Chansons) sur l'ensemble de leurs propriétés digitales (sites, apps, CRM, campagnes d'acquisition, audio digital), afin de développer les audiences, les écoutes, l'engagement et la performance business. Dans ce contexte, nous recrutons un(e) Senior Data Analyst/ BI pour renforcer la structuration, la fiabilisation et l'exploitation de la donnée au service du marketing digital, de la monétisation, des produits digitaux et du pilotage business. Ce poste est clé pour centraliser des données issues de sources multiples, produire des analyses claires et actionnables pour des équipes non techniques, et aider à mieux comprendre la performance de nos audiences digitales ainsi que la contribution de nos activités au chiffre d'affaires. Vos missions Rattaché(e) à la Directrice Marketing Digital, vous aurez un rôle central dans la structuration, l'analyse et la restitution de la donnée au sein du pôle digital. Consolider et exploiter des données multi-sources Construire des tableaux de bord et reportings clairs Analyser la performance des audiences digitales Mesurer la contribution business et le ROI Être un référent data transverse Indispensables Très bonne maîtrise de SQL Très bonne maîtrise de Excel / Google Sheets Expérience confirmée sur un outil de Business Intelligence : Power BI, Tableau ou équivalent Expérience dans la création de tableaux de bord, reportings et analyses multi-sources Solide compréhension des problématiques de tracking, mesure, attribution, qualité de donnée et cohérence de périmètre Capacité à travailler à partir d'exports, de sources hétérogènes et de données parfois imparfaitement structurées Appréciées / appréciables Expérience avec des outils d'analytics web / app (ex. : Piano, GA4, Amplitude) Connaissance d'outils CRM / engagement (ex. : Airship) Connaissance d'outils d'acquisition / attribution (ex. : Adjust) Sensibilité aux environnements adtech / audio digital / monétisation publicitaire Une expérience dans les univers média, audio, streaming, régie publicitaire ou apps grand public serait un vrai plus Qualités recherchées Forte capacité de structuration et de priorisation Rigueur et fiabilité Esprit critique face à la donnée Capacité à vulgariser des sujets complexes Sens business et goût pour les problématiques de performance Autonomie et proactivité Aisance relationnelle dans un environnement transverse Pourquoi nous rejoindre ? Rejoindre e-NRJ, c'est intégrer un environnement stimulant au sein d'un grand groupe média, avec : - Des marques iconiques : NRJ, Chérie FM, Nostalgie, Rire & Chansons - Des enjeux concrets de croissance, d'audience, d'engagement et de monétisation - Un poste à fort impact, au croisement de la data, du marketing, du produit, de la monétisation et du business - Une équipe en structuration, avec une vraie place pour construire, améliorer et faire progresser les usages data Pour aller plus loin, quels sont les avantages dont vous pourrez bénéficier ? Possibilité de bénéficier d'un abonnement pour faire du sport ou prendre soin de toi gratuitement Possibilité de faire du télétravail à partir de 6 mois Prime de participation Des menus variés et équilibrés avec des options végétariennes à moins de 5 euros préparés par le restaurant d'entreprise chaque jour Des tarifs préférentiels très avantageux, pour des événements culturels tout au long de l'année grâce au CSE",france_travail,france_travail_206DSLB,senior data analyst h/f/nb (h/f) | nrj group | 75 - paris
206DRMR,data analyst financier (h/f),onet airport services paris,95 - roissy en france,"Dans le cadre du développement de notre Business Unit Airport au niveau national, nous recherchons un(e) Data Financier Junior afin de renforcer notre équipe gestion opérationnelle et d'accompagner la montée en puissance de nos activités. Au sein de la Direction Excellence Opérationnelle, vous serez rattaché(e) à la Contrôleuse de Gestion Opérationnelle de la Business Unit Airport. Vous participerez activement à la structuration, l'analyse et la fiabilisation des données financières, dans un environnement en forte croissance. Votre rôle sera clé dans le pilotage de la performance de la BU, en garantissant la qualité des données et en contribuant à la production d'indicateurs fiables et exploitables pour le management. ________________________________________ Missions principales - Participer à la collecte, la consolidation et la fiabilisation des données financières - Contribuer à la production des reportings financiers mensuels et hebdomadaires - Mettre à jour et automatiser des tableaux de bord de suivi de performance - Analyser les écarts entre les prévisions et les réalisations (CA, coûts, marges.) - Identifier les anomalies de données et proposer des actions correctives - Participer à l'amélioration continue des outils de reporting et de pilotage - Appuyer la Contrôleuse de Gestion dans ses analyses et travaux de clôture Environnement de travail Vous évoluerez dans un environnement dynamique, orienté data et performance, au sein d'une équipe finance en interaction constante avec les équipes opérationnelles. Localisation Le poste est basé en présentiel au siège situé à Roissy-en-France. Déplacements Des déplacements ponctuels sont à prévoir sur le territoire national, dans le cadre du suivi des activités de la Business Unit Airport. Profil recherché Nous recherchons un profil junior disposant des compétences et qualités suivantes : - Formation Bac +3 à Bac +5 en finance, contrôle de gestion, data ou école de commerce / ingénieur - Bonne maîtrise d'Excel et appétence pour la manipulation de données - Connaissances en outils BI (Power BI, Tableau ou équivalent appréciés) - Notions en analyse financière (P&L, indicateurs de performance, budget) - Rigueur, esprit analytique et sens du détail - Curiosité, autonomie et capacité à travailler en équipe - Intérêt marqué pour la data et la finance opérationnelle Ce que nous offrons - Un poste formateur au cœur du pilotage financier d'une activité en croissance - Une exposition directe aux enjeux opérationnels et stratégiques - Un accompagnement par une Contrôleuse de Gestion expérimentée - Un environnement stimulant orienté amélioration continue et data - Des perspectives d'évolution au sein de la Direction Financière",france_travail,france_travail_206DRMR,data analyst financier (h/f) | onet airport services paris | 95 - roissy en france
206DCCW,data analyst (h/f),manpower france,29 - guipavas,"Manpower BREST TERTIAIRE recherche pour son client, un acteur du secteur des Industries manufacturières et production, un Data analyst (H/F) - Analyser des données : Croiser et analyser les données issues de Salesforce, de notre ERP QAD, du Data Lake Azure et des données marché pour éclairer la performance commerciale et les tendances - Réaliser le Reporting & créer des tableaux de bord : Créer, adapter et maintenir des rapports et dashboards Power BI pour les équipes internes et les revues de performance - Qualifier des données : Contrôler la cohérence, mesurer la qualité des données Salesforce et proposer des plans d'amélioration - Etre le Support Sales Operations : Fournir des analyses sur les pipelines d'opportunités, les prévisions mensuelles et les indicateurs clés de performance - Collaborer de façon transverse : Travailler en étroite collaboration avec les équipes Sales Operations, CRM, Finance et IT/Data Engineering pour assurer la cohérence et la disponibilité des données Avantages et rémunération : - Salaire : 17.75 brut de l'heure - 13ème mois dès 2 mois de mission - CET à 8 % - Comités d'entreprise (national et bretagne) - FASTT (garde d'enfant, aide au logement, location de véhicule.) - Autonome, rigoureux(se) et orienté(e) résultats. - Solide esprit d'analyse et capacité de synthèse. - Aisance dans la communication et dans la vulgarisation de sujets techniques. - Capacité à travailler en transversal avec des équipes métiers et techniques. - Sens du service et curiosité pour comprendre les enjeux business. - Maîtrise des outils analytiques : Power BI, Excel avancé, SQL. - Connaissance de Salesforce et/ou d'un ERP (QAD serait un plus). - Bonne compréhension des processus commerciaux B2B directs et indirects. - Connaissance des flux de données et du fonctionnement d'un Data Lake (Azure). - Capacité à documenter, structurer et présenter les analyses. - Bon niveau d'anglais écrit et oral serait un plus",france_travail,france_travail_206DCCW,data analyst (h/f) | manpower france | 29 - guipavas
206CXLF,data analyst (f/h),randstad,29 - guipavas,"Vos missions: Analyse des données : Croiser et analyser les données issues de Salesforce, de notre ERP QAD, du Data Lake Azure et des données marché pour éclairer la performance commerciale et les tendances. Reporting & tableaux de bord : Créer, adapter et maintenir des rapports et dashboards Power BI pour les équipes internes et les revues de performance. Qualité des données : Contrôler la cohérence, mesurer la qualité des données Salesforce et proposer des plans d'amélioration. Support Sales Operations : Fournir des analyses sur les pipelines d'opportunités, les prévisions mensuelles et les indicateurs clés de performance. Collaboration transverse : Travailler en étroite collaboration avec les équipes Sales Operations, CRM, Finance et IT/Data Engineering pour assurer la cohérence et la disponibilité des données. - Autonome, rigoureux(se) et orienté(e) résultats. - Solide esprit d'analyse et capacité de synthèse. - Aisance dans la communication et dans la vulgarisation de sujets techniques. - Capacité à travailler en transversal avec des équipes métiers et techniques. - Sens du service et curiosité pour comprendre les enjeux business. - Maîtrise des outils analytiques : Power BI, Excel avancé, SQL. - Connaissance de Salesforce et/ou d'un ERP (QAD serait un plus). - Bonne compréhension des processus commerciaux B2B directs et indirects. - Connaissance des flux de données et du fonctionnement d'un Data Lake (Azure). - Capacité à documenter, structurer et présenter les analyses. - Bon niveau d'anglais écrit et oral serait un plus",france_travail,france_travail_206CXLF,data analyst (f/h) | randstad | 29 - guipavas
206CDKS,data analyst (h/f),proman 168,59 - templemars,"Le poste : Votre agence d'intérim PROMAN recrute un Data Analyste H/F. Dans le cadre de cette mission, vous serez en charge des tâches suivantes : - Analyser les données liées à l'amélioration continue des produits. - Réaliser des reportings, assurer la communication et publier les résultats sur SharePoint. - Garantir la cohérence des données à travers les différents outils utilisés. - Développer de nouveaux outils en collaboration avec les équipes BI centrales. - Gérer la boîte mail qualité en triant et redirigeant un grand volume de courriels vers les adresses correspondantes des enseignes de distribution. - Investiguer sur d'éventuelles informations techniques manquantes dans les mails pour répondre aux questions des clients. - Être attentif à tout sujet sécuritaire qui pourrait être remonté. Les compétences requises incluent la maîtrise des outils Power BI, SharePoint, ainsi que JIRA si possible. Lieu de la mission : TEMPLEMARS Type de contrat : INTERIM Rémunération : 2000€ BRUT MENSUEL Horaires de travail : 9h à12h et de 13h à 17h Mission à pourvoir pour mi avril Profil recherché : Profil idéal : Technicien informatique H/F Compétences requises : - Maîtrise des outils numériques, notamment Power BI et SharePoint. - Connaissance de JIRA serait un atout. - Capacité à analyser et synthétiser des données. - Compétences en rédaction technique. Qualités professionnelles : - Rigueur et sens de l'organisation. - Bonne gestion du temps et des priorités. - Capacité à travailler en équipe avec aisance. - Sens de l'écoute et bonne communication. - Polyvalence et capacité à prendre des décisions. - Curiosité pour les environnements numériques et les nouvelles technologies. Description du profil candidat recherché : Nous recherchons un candidat titulaire d'un Bac+2 en informatique, possédant une expérience dans le domaine. Ce candidat doit apprécier les environnements numériques et avoir un bon niveau de maîtrise des outils tels que Power BI, SharePoint et, idéalement, JIRA. Il doit également faire preuve de rigueur et d'un excellent sens de l'organisation, tout en étant capable de travailler en équipe. La curiosité, la polyvalence et la capacité à prendre des décisions seront des atouts majeurs pour ce profil. Tous nos postes sont ouverts aux personnes en situation de handicap.",france_travail,france_travail_206CDKS,data analyst (h/f) | proman 168 | 59 - templemars
206BXZQ,pilote de performance - data analyst - secteur fibre optique (h/f),n.g.i. consulting,93 - villepinte,"Le Pilote de Performance Data Analyst est responsable de l'analyse des données, du suivi des performances et de l'optimisation des processus liés au déploiement et à la maintenance des réseaux fibre optique. Ses missions visent à améliorer l'efficacité opérationnelle, la qualité de service et la rentabilité des infrastructures. 1. Analyse des Données et Reporting Collecte et traitement des données liées au déploiement, à la maintenance et aux incidents sur le réseau fibre. Création de tableaux de bord (Power BI, Tableau, Qlik) pour visualiser les indicateurs clés de performance (KPI). Analyse des tendances pour identifier les axes d'amélioration (délais, coûts, qualité). Rédaction de rapports pour la direction et les équipes opérationnelles. 2. Suivi des Performances Opérationnelles Piloter les indicateurs de performance (taux de raccordement, délais d'intervention, satisfaction client). Comparer les performances réelles aux objectifs fixés et proposer des plans d'action correctifs. Suivre l'avancement des projets de déploiement fibre et alerter en cas de dérive. 3. Optimisation des Processus Identifier les goulots d'étranglement dans les processus de déploiement ou de maintenance. Proposer des solutions pour améliorer l'efficacité (automatisation, réorganisation des équipes, outils). Collaborer avec les équipes terrain pour mettre en œuvre les améliorations. 4. Collaboration avec les Équipes Techniques Travail en étroite collaboration avec les techniciens, les chefs de projet et les responsables qualité. Formation des équipes à l'utilisation des outils de reporting et d'analyse. Participation aux réunions de revue de performance pour présenter les résultats et les recommandations.",france_travail,france_travail_206BXZQ,pilote de performance - data analyst - secteur fibre optique (h/f) | n.g.i. consulting | 93 - villepinte
205ZXXV,data analyst (f/h),expectra,31 - toulouse,"Mesurer la performance de l'entreprise en collectant, consolidant et synthétisant les indicateurs de performance. Gérer la performance en facilitant les échanges entre les parties prenantes sur les données de performance, l'analyse des causes profondes et les recommandations afin de faciliter la prise de décision. Identifier et définir les projets d'amélioration pour atteindre les objectifs de performance. Ce poste, basé à TOULOUSE est à pourvoir dans le cadre d'une mission d'une durée de 6 mois. La rémunération brute annuelle est à négocier selon votre expérience.",france_travail,france_travail_205ZXXV,data analyst (f/h) | expectra | 31 - toulouse
205ZXLJ,un(e) data analyst (h/f),communaute d'agglomeration du bassin de,19 - brive-la-gaillarde,"La Communauté d'agglomération du bassin de Brive recrute un(e) Data Analyst (Technicien spécialisé dans le traitement des données) (Cadre d'emploi des Techniciens Territoriaux). Placé(e) sous l'autorité du responsable de la Direction SIG/TIC, vous aurez pour mission principale de collecter, d'entreposer, d'organiser, d'analyser et de mettre en valeur des données territoriales pour en extraire des synthèses utiles à la prise de décision. Vous faites le lien entre les besoins « métiers » et les données techniques. Vous êtes missionné par les services pour les aider à organiser leurs données, les analyser et fournir des outils permettant leur visualisation et exploitation. Nous vous invitons à consulter l'avis d'appel à candidatures détaillé sur le site de la mairie, rubrique ""brive recrute"" (https://www.brive.fr/brive-recrute/offres-emploi/)",france_travail,france_travail_205ZXLJ,un(e) data analyst (h/f) | communaute d'agglomeration du bassin de | 19 - brive-la-gaillarde
